
param n := 100;  
param m := 20;  
    
param b := 
1 200
2 150
3 180
4 140
5 210
6 190
7 160
8 100
9 205
10 170
11 150
12 90
13 80
14 110
15 135
16 95
17 105
18 120
19 75
20 160
;

param c := 
1 -1
2 -0.75
3 -2.5
4 -2
5 -3
6 -3.5
7 -1.75
8 -0.5
9 -2.5
10 -1.75
11 -0.5
12 -0.5
13 -2
14 -0.75
15 -1.5
16 -1
17 -0.6
18 -0.9
19 -1.5
20 -2
21 -0.5
22 -2.6
23 -1
24 -2.5
25 -1.5
26 -2.25
27 -0.75
28 -0.5
29 -1.5
30 -0.8
31 -0.25
32 -0.5
33 -2.8
34 -2
35 -3
36 -3.5
37 -1.75
38 -0.5
39 -2.5
40 -1.75
41 -0.75
42 -0.5
43 -2.5
44 -1.1
45 -1.4
46 -1.8
47 -1.75
48 -0.5
49 -2.5
50 -3
51 -1.5
52 -2.75
53 -1.4
54 -2
55 -3.2
56 -3.5
57 -1.9
58 -0.5
59 -2.25
60 -0.9
61 -1.4
62 -0.7
63 -3.2
64 -2.3
65 -2.1
66 -0.6
67 -1.6
68 -0.3
69 -2.9
70 -3.1
71 -1
72 -1.3
73 -3.3
74 -3.6
75 -0.65
76 -1.35
77 -1.75
78 -0.85
79 -2
80 -1.95
81 -0.4
82 -2.1
83 -0.35
84 -2.8
85 -3.45
86 -3
87 -1.25
88 -0.55
89 -2.7
90 -0.2
91 -2
92 -1.2
93 -3.4
94 -1.65
95 -3.2
96 -2.4
97 -2.8
98 -1.3
99 -0.9
100 -2.4
;

#The average revenue per user for advertisement of company i in the query j
param AT: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2 0.75 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
3 2.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
4 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
6 3.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
8 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
9 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
10 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
11 0 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
12 0 0.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
13 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
14 0 0.75 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
15 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
16 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
17 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
18 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
19 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
20 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
21 0 0 0.5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
22 0 0 2.6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
23 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
24 0 0 2.5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
25 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
26 0 0 2.25 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
27 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
28 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
29 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
30 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
31 0 0 0 0.25 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
32 0 0 0 0.5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
33 0 0 0 2.8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
34 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
35 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
36 0 0 0 3.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
37 0 0 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
38 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
39 0 0 0 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
40 0 0 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
41 0 0 0 0 0.75 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
42 0 0 0 0 0.5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
43 0 0 0 0 2.5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
44 0 0 0 0 1.1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
45 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
46 0 0 0 0 1.8 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
47 0 0 0 0 1.75 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
48 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
49 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
50 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
51 0 0 0 0 0 1.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0
52 0 0 0 0 0 2.75 0 0 0 0 0 1 0 0 0 0 0 0 0 0
53 0 0 0 0 0 1.4 0 0 0 0 0 0 1 0 0 0 0 0 0 0
54 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0
55 0 0 0 0 0 3.2 0 0 0 0 0 0 0 0 1 0 0 0 0 0
56 0 0 0 0 0 3.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0
57 0 0 0 0 0 1.9 0 0 0 0 0 0 0 0 0 0 1 0 0 0
58 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0
59 0 0 0 0 0 2.25 0 0 0 0 0 0 0 0 0 0 0 0 1 0
60 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 1
61 0 0 0 0 0 0 1.4 0 0 0 1 0 0 0 0 0 0 0 0 0
62 0 0 0 0 0 0 0.7 0 0 0 0 1 0 0 0 0 0 0 0 0
63 0 0 0 0 0 0 3.2 0 0 0 0 0 1 0 0 0 0 0 0 0
64 0 0 0 0 0 0 2.3 0 0 0 0 0 0 1 0 0 0 0 0 0
65 0 0 0 0 0 0 2.1 0 0 0 0 0 0 0 1 0 0 0 0 0
66 0 0 0 0 0 0 0.6 0 0 0 0 0 0 0 0 1 0 0 0 0
67 0 0 0 0 0 0 1.6 0 0 0 0 0 0 0 0 0 1 0 0 0
68 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 1 0 0
69 0 0 0 0 0 0 2.9 0 0 0 0 0 0 0 0 0 0 0 1 0
70 0 0 0 0 0 0 3.1 0 0 0 0 0 0 0 0 0 0 0 0 1
71 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
72 0 0 0 0 0 0 0 1.3 0 0 0 1 0 0 0 0 0 0 0 0
73 0 0 0 0 0 0 0 3.3 0 0 0 0 1 0 0 0 0 0 0 0
74 0 0 0 0 0 0 0 3.6 0 0 0 0 0 1 0 0 0 0 0 0
75 0 0 0 0 0 0 0 0.65 0 0 0 0 0 0 1 0 0 0 0 0
76 0 0 0 0 0 0 0 1.35 0 0 0 0 0 0 0 1 0 0 0 0
77 0 0 0 0 0 0 0 1.75 0 0 0 0 0 0 0 0 1 0 0 0
78 0 0 0 0 0 0 0 0.85 0 0 0 0 0 0 0 0 0 1 0 0
79 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0
80 0 0 0 0 0 0 0 1.95 0 0 0 0 0 0 0 0 0 0 0 1
81 0 0 0 0 0 0 0 0 0.4 0 1 0 0 0 0 0 0 0 0 0
82 0 0 0 0 0 0 0 0 2.1 0 0 1 0 0 0 0 0 0 0 0
83 0 0 0 0 0 0 0 0 0.35 0 0 0 1 0 0 0 0 0 0 0
84 0 0 0 0 0 0 0 0 2.8 0 0 0 0 1 0 0 0 0 0 0
85 0 0 0 0 0 0 0 0 3.45 0 0 0 0 0 1 0 0 0 0 0
86 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0
87 0 0 0 0 0 0 0 0 1.25 0 0 0 0 0 0 0 1 0 0 0
88 0 0 0 0 0 0 0 0 0.55 0 0 0 0 0 0 0 0 1 0 0
89 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 0 0 1 0
90 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 1
